ID,YEAR,MONTH,CIRCUIT_NO,APP_CODE,REGION,VILLAGE,SUBDISTRICT,DISTRICT,PROVINCE,AP_NAME,IP_ADDRESS,UPLOAD,DOWNLOAD,NUM_USERS,NUM_DEVICES
1,2564,พฤษภาคม,7561d9000,SR664610,ภ.4,หมู่ 2 คลองหมาก,เกาะลันตาน้อย,เกาะลันตา,กระบี่,KBI-SR664610,172.18.168.2,"9,641.22","236,536.95","1,060",155
2,2564,พฤษภาคม,4485d9000,SR711371,ภ.2,หมู่ 13 บ้านมะเกลือ,บ้านกอก,จัตุรัส,ชัยภูมิ,CPM-SR711371,172.16.140.2,"7,949.49","129,684.64",572,52
3,2564,พฤษภาคม,4485d9001,SR711374,ภ.2,หมู่ 17 บ้านโนนทอง,บ้านกอก,จัตุรัส,ชัยภูมิ,CPM-SR711374,172.16.140.10,"1,781.58","28,773.12",594,98
4,2564,พฤษภาคม,4486d9000,SR711628,ภ.2,หมู่ 1 เพชร,บ้านเพชร,ภูเขียว,ชัยภูมิ,CPM-SR711628,172.16.140.50,"2,397.82","41,429.45",432,145
5,2564,พฤษภาคม,4486d9001,SR711630,ภ.2,หมู่ 8 เพชรใต้,บ้านเพชร,ภูเขียว,ชัยภูมิ,CPM-SR711630,172.16.140.58,"1,517.79","39,459.89",709,262
6,2564,พฤษภาคม,4486d9002,SR711631,ภ.2,หมู่ 9 กุดตูม,บ้านเพชร,ภูเขียว,ชัยภูมิ,CPM-SR711631,172.16.140.66,"16,107.98","276,032.62",811,67
7,2564,พฤษภาคม,4486d9003,SR711641,ภ.2,หมู่ 16 โคกสะอาด,โคกสะอาด,ภูเขียว,ชัยภูมิ,CPM-SR711641,172.16.140.74,"15,612.53","266,449.03","1,575",114
8,2564,พฤษภาคม,4481d9000,SR711715,ภ.2,หมู่ 3 นางเม้ง,โพนทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711715,172.16.140.18,"12,309.15","247,137.74","1,243",111
9,2564,พฤษภาคม,4481d9001,SR711716,ภ.2,หมู่ 4 หนองหญ้ารังกา,โพนทอง,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711716,172.16.140.26,"11,522.16","137,632.64","1,208",193
10,2564,พฤษภาคม,4481d9002,SR711732,ภ.2,หมู่ 5 หนองคอนไทย,กุดตุ้ม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711732,172.16.140.34,"6,725.94","222,538.95",946,88
11,2564,พฤษภาคม,4481d9003,SR711737,ภ.2,หมู่ 14 หนองคอนไทย,กุดตุ้ม,เมืองชัยภูมิ,ชัยภูมิ,CPM-SR711737,172.16.140.42,"23,993.25","433,058.72","2,434",89
12,2564,พฤษภาคม,5334d9000,SR672609,ภ.3,หมู่ 8 อมเม็ง,กองแขก,แม่แจ่ม,เชียงใหม่,CMI-SR672609,172.18.36.2,"12,728.04","216,091.86","1,073",85
13,2564,พฤษภาคม,5334d9001,SR673096,ภ.3,หมู่ 4 นาฟ่อน,บ่อหลวง,ฮอด,เชียงใหม่,CMI-SR673096,172.18.36.10,"7,056.72","159,710.94",813,92
14,2564,พฤษภาคม,5334d9002,SR772040,ภ.3,หมู่ 12 นางยางดิน,กองแขก,แม่แจ่ม,เชียงใหม่,CMI-SR772040,172.18.36.18,"23,208.17","477,158.37","1,794",125
15,2564,พฤษภาคม,5558d9000,SR673903,ภ.3,หมู่ 7 สันป่าตึง,แม่ระมาด,แม่ระมาด,ตาก,TAK-SR673903,172.18.44.2,"8,634.36","146,167.95",634,37
16,2564,พฤษภาคม,7541d9000,SR677583,ภ.4,หมู่ 2 ควนแร่,นาไม้ไผ่,ทุ่งสง,นครศรีธรรมราช,NRT-SR677583,172.18.190.2,"10,769.50","168,933.75",937,51
17,2564,พฤษภาคม,5445d9000,SR683976,ภ.3,หมู่ 8 จุนพัฒนา,จุน,จุน,พะเยา,PYO-SR683976,172.18.74.114,"15,988.84","244,964.82","2,590",139
18,2564,พฤษภาคม,5445d9001,SR683980,ภ.3,หมู่ 13 ค้างหงษ์ใหม่,จุน,จุน,พะเยา,PYO-SR683980,172.18.74.106,"3,393.43","36,632.17",597,59
19,2564,พฤษภาคม,5448d9000,SR684454,ภ.3,หมู่ 1 ตุ่นใต้,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684454,172.18.74.10,"4,806.78","74,853.84",689,86
20,2564,พฤษภาคม,5448d9001,SR684456,ภ.3,หมู่ 3 ตุ่นกลาง,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684456,172.18.74.18,"9,939.06","163,922.56","2,653",196
21,2564,พฤษภาคม,5448d9002,SR684457,ภ.3,หมู่ 4 บัว,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684457,172.18.74.90,"15,053.79","352,145.42","1,419",157
22,2564,พฤษภาคม,5448d9003,SR684460,ภ.3,หมู่ 7 ตุ่นใต้,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684460,172.18.74.2,"3,343.23","50,944.25",557,55
23,2564,พฤษภาคม,5448d9004,SR684461,ภ.3,หมู่ 8 สันกว๊าน,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR684461,172.18.74.42,"2,283.02","26,265.36",375,80
24,2564,พฤษภาคม,5448d9005,SR684473,ภ.3,หมู่ 1 สางใต้,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684473,172.18.74.82,"10,663.19","53,116.71",372,65
25,2564,พฤษภาคม,5448d9006,SR684474,ภ.3,หมู่ 2 สางเหนือ,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684474,172.18.74.74,747.69,"25,486.32",222,90
26,2564,พฤษภาคม,5448d9007,SR684475,ภ.3,หมู่ 3 สันเวียงใหม่,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684475,172.18.74.66,835.58,"27,576.18",221,61
27,2564,พฤษภาคม,5448d9008,SR684476,ภ.3,หมู่ 4 สันเวียงใหม่,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684476,172.18.74.58,"2,060.23","12,689.11",157,30
28,2564,พฤษภาคม,5448d9009,SR684477,ภ.3,หมู่ 5 สันป่าค่าง,บ้านสาง,เมืองพะเยา,พะเยา,PYO-SR684477,172.18.74.50,278.42,"5,740.20",182,50
29,2564,พฤษภาคม,5445d9002,SR770408,ภ.3,หมู่ 4 เซี้ยะ,จุน,จุน,พะเยา,PYO-SR770408,172.18.74.98,"12,063.79","235,857.83",863,119
30,2564,พฤษภาคม,5448d9010,SR770983,ภ.3,หมู่ 10 ทุ่งกิ่ว,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR770983,172.18.74.34,"7,727.41","210,524.92","1,241",126
31,2564,พฤษภาคม,5448d9011,SR771381,ภ.3,หมู่ 2 ตุ่นกลาง,บ้านตุ่น,เมืองพะเยา,พะเยา,PYO-SR771381,172.18.74.26,"1,822.53","34,111.99",433,76
32,2564,พฤษภาคม,5531d9000,SR685807,ภ.3,หมู่ 6 หนองหญ้าปล้อง,ชมพู,เนินมะปราง,พิษณุโลก,PLK-SR685807,172.18.98.50,"11,859.88","159,792.42",664,112
33,2564,พฤษภาคม,5523d9001,SR686095,ภ.3,หมู่ 7 หนองหัวยาง,ท่าทอง,เมืองพิษณุโลก,พิษณุโลก,PLK-SR686095,172.18.98.34,"1,462.55","34,121.07",490,115
34,2564,พฤษภาคม,5523d9000,SR686097,ภ.3,หมู่ 9 ไผ่วง,ท่าทอง,เมืองพิษณุโลก,พิษณุโลก,PLK-SR686097,172.18.98.42,"3,743.57","72,697.25","1,209",98
35,2564,พฤษภาคม,5526d9000,SR686104,ภ.3,หมู่ 3 ยางโทน,วัดพริก,เมืองพิษณุโลก,พิษณุโลก,PLK-SR686104,172.18.98.18,"24,327.61","431,449.14","1,278",91
36,2564,พฤษภาคม,5526d9001,SR723724,ภ.3,หมู่ 10 หัวกระทิง,ท่าโพธิ์,เมืองพิษณุโลก,พิษณุโลก,PLK-SR723724,172.18.98.26,"6,096.79","151,402.05","1,064",213
37,2564,พฤษภาคม,5537d9000,SR723771,ภ.3,หมู่ 5 ไผ่ขอดอน,ไผ่ขอดอน,เมืองพิษณุโลก,พิษณุโลก,PLK-SR723771,172.18.98.2,61.47,875.67,44,18
38,2564,พฤษภาคม,5537d9001,SR769133,ภ.3,หมู่ 1 หนองอ้อ,สมอแข,เมืองพิษณุโลก,พิษณุโลก,PLK-SR769133,172.18.98.10,"2,517.05","43,593.94",257,81
39,2564,พฤษภาคม,3226d9000,SR691953,ภ.1,หมู่ 2 บ้านหนองน้ำขุ่น,บ้านคา,บ้านคา,ราชบุรี,RBR-SR691953,172.16.36.18,"17,322.84","310,109.61",675,76
40,2564,พฤษภาคม,3226d9001,SR691956,ภ.1,หมู่ 5 บ้านหนองปล้อง,บ้านคา,บ้านคา,ราชบุรี,RBR-SR691956,172.16.36.26,"6,499.88","169,152.51",641,83
41,2564,พฤษภาคม,3226d9002,SR691974,ภ.1,หมู่ 4 บ้านหนองจอกบน,หนองพันจันทร์,บ้านคา,ราชบุรี,RBR-SR691974,172.16.36.34,"10,276.72","220,040.13","1,398",240
42,2564,พฤษภาคม,3226d9003,SR692203,ภ.1,หมู่ 4 บ้านนาขุนแสน,สวนผึ้ง,สวนผึ้ง,ราชบุรี,RBR-SR692203,172.16.36.2,"27,915.74","509,489.56","1,419",90
43,2564,พฤษภาคม,3226d9004,SR692210,ภ.1,หมู่ 6 บ้านโป่งยอ,ป่าหวาย,สวนผึ้ง,ราชบุรี,RBR-SR692210,172.16.36.10,"10,634.53","148,687.98",682,75
44,2564,พฤษภาคม,3226d9005,SR692220,ภ.1,หมู่ 10 บ้านหนองหิน,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR692220,172.16.36.66,"1,626.31","55,456.06",433,120
45,2564,พฤษภาคม,3226d9006,SR692221,ภ.1,หมู่ 12 บ้านโป่งเก้ง,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR692221,172.16.36.74,"4,111.06","78,002.14",440,27
46,2564,พฤษภาคม,3226d9007,SR728522,ภ.1,หมู่ 14 บ้านหนองไผ่ป่า,บ้านคา,บ้านคา,ราชบุรี,RBR-SR728522,172.16.36.42,"24,508.48","355,146.72","1,609",184
47,2564,พฤษภาคม,3226d9008,SR728524,ภ.1,หมู่ 16 บ้านหนองน้ำขุ่นเหนือ,บ้านคา,บ้านคา,ราชบุรี,RBR-SR728524,172.16.36.50,"13,837.17","220,668.91",878,75
48,2564,พฤษภาคม,3226d9009,SR728530,ภ.1,หมู่ 5 บ้านหนองจอก,หนองพันจันทร์,บ้านคา,ราชบุรี,RBR-SR728530,172.16.36.58,"4,017.92","122,811.83",491,47
49,2564,พฤษภาคม,3226d9010,SR728886,ภ.1,หมู่ 6 บ้านท่าเคย,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR728886,172.16.36.82,"15,375.05","308,905.53","1,478",121
50,2564,พฤษภาคม,3226d9011,SR768961,ภ.1,หมู่ 4 บ้านชัฏหนองหมี,ท่าเคย,สวนผึ้ง,ราชบุรี,RBR-SR768961,172.16.36.90,229.61,"2,896.68",203,38
51,2564,พฤษภาคม,5429d9000,SR729856,ภ.3,หมู่ 5 ทุ่ง,สบปราบ,สบปราบ,ลำปาง,LPG-SR729856,172.18.134.2,"30,790.57","361,966.48","1,597",72
52,2564,พฤษภาคม,4282d9000,SR693632,ภ.2,หมู่ 4 นาป่าหนาด,เขาแก้ว,เชียงคาน,เลย,LEI1-SR693632,172.17.94.2,"2,818.76","66,459.28",564,67
53,2564,พฤษภาคม,4282d9001,SR693639,ภ.2,หมู่ 12 นาป่าหนาด,เขาแก้ว,เชียงคาน,เลย,LEI1-SR693639,172.17.94.10,"3,179.11","60,245.18",452,62
54,2564,พฤษภาคม,4281d9000,SR694033,ภ.2,หมู่ 2 หนองหญ้าไซ,นาดินดำ,เมืองเลย,เลย,LEI1-SR694033,172.17.94.18,"3,998.88","85,371.35",245,54
55,2564,พฤษภาคม,4281d9001,SR694038,ภ.2,หมู่ 9 หนองหญ้าไซ,นาดินดำ,เมืองเลย,เลย,LEI1-SR694038,172.17.94.26,438.19,"9,511.62",164,58
56,2564,พฤษภาคม,4566d9000,SR694198,ภ.2,หมู่ 6 ไร่เจริญ,จานใหญ่,กันทรลักษ์,ศรีสะเกษ,SSK1-SR694198,172.17.102.2,"7,075.95","129,408.14",824,121
57,2564,พฤษภาคม,4566d9001,SR694329,ภ.2,หมู่ 15 สันติสุข,ภูเงิน,กันทรลักษ์,ศรีสะเกษ,SSK1-SR694329,172.17.102.10,"4,750.98","74,166.91",777,181
58,2564,พฤษภาคม,4561d9000,SR694468,ภ.2,หมู่ 7 หนองกี่,ยาง,กันทรารมย์,ศรีสะเกษ,SSK1-SR694468,172.17.102.34,"22,341.57","372,952.78","1,257",62
59,2564,พฤษภาคม,4567d9000,SR695041,ภ.2,หมู่ 10 ขนวน,สำโรงปราสาท,ปรางค์กู่,ศรีสะเกษ,SSK1-SR695041,172.17.102.18,"10,529.11","212,740.75",812,57
60,2564,พฤษภาคม,4569d9000,SR695118,ภ.2,หมู่ 16 หนองขุนศรี,เสียว,โพธิ์ศรีสุวรรณ,ศรีสะเกษ,SSK1-SR695118,172.17.102.50,"4,706.82","67,192.09",630,126
61,2564,พฤษภาคม,4567d9001,SR695254,ภ.2,หมู่ 7 โพธิ์เงิน,ละลม,ภูสิงห์,ศรีสะเกษ,SSK1-SR695254,172.17.102.26,"7,133.35","148,422.49",399,26
62,2564,พฤษภาคม,4569d9001,SR695285,ภ.2,หมู่ 9 งิ้ว,เมืองจันทร์,เมืองจันทร์,ศรีสะเกษ,SSK1-SR695285,172.17.102.58,"19,689.44","304,181.24","1,607",135
63,2564,พฤษภาคม,4561d9001,SR695391,ภ.2,หมู่ 4 จอม,บึงบอน,ยางชุมน้อย,ศรีสะเกษ,SSK1-SR695391,172.17.102.42,"12,743.95","204,888.40","1,032",50
64,2564,พฤษภาคม,7471d9000,SR697391,ภ.4,หมู่ 6 น้ำหรา,ทุ่งนุ้ย,ควนกาหลง,สตูล,STN-SR697391,172.19.22.98,"18,127.42","284,224.23","1,289",132
65,2564,พฤษภาคม,7478d9000,SR697421,ภ.4,หมู่ 5 ควนพัฒนา,ท่าเรือ,ท่าแพ,สตูล,STN-SR697421,172.19.22.34,"20,966.00","447,240.83","1,822",97
66,2564,พฤษภาคม,7471d9001,SR697487,ภ.4,หมู่ 3 โคกพิลา,ควนโพธิ์,เมืองสตูล,สตูล,STN-SR697487,172.19.22.90,"34,149.95","499,913.35","2,109",79
67,2564,พฤษภาคม,7478d9001,SR697510,ภ.4,หมู่ 11 ทุ่งเสม็ด,กำแพง,ละงู,สตูล,STN-SR697510,172.19.22.10,"2,986.76","53,371.02",474,126
68,2564,พฤษภาคม,7478d9002,SR732505,ภ.4,หมู่ 7 สวนไทย,แป-ระ,ท่าแพ,สตูล,STN-SR732505,172.19.22.50,"12,517.81","182,049.88","1,097",167
69,2564,พฤษภาคม,7478d9003,SR732517,ภ.4,หมู่ 1 ป่าแก่บ่อหิน,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR732517,172.19.22.58,"36,974.16","673,691.22","2,398",188
70,2564,พฤษภาคม,7478d9004,SR732518,ภ.4,หมู่ 6 ทุ่งขมิ้น,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR732518,172.19.22.18,"26,276.39","384,856.09","2,118",214
71,2564,พฤษภาคม,7478d9005,SR732519,ภ.4,หมู่ 7 เขาแดง,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR732519,172.19.22.42,"29,861.90","408,083.36","1,683",182
72,2564,พฤษภาคม,7471d9002,SR768077,ภ.4,หมู่ 3 เขาน้อย,ย่านซื่อ,ควนโดน,สตูล,STN-SR768077,172.19.22.74,"2,815.73","38,397.57",263,40
73,2564,พฤษภาคม,7471d9003,SR770873,ภ.4,หมู่ 3 ซอย (ควนล่อน),ควนกาหลง,ควนกาหลง,สตูล,STN-SR770873,172.19.22.82,"10,984.16","203,145.82",713,109
74,2564,พฤษภาคม,7478d9006,SR771761,ภ.4,หมู่ 2 คลองห้วยป่า,ป่าแก่บ่อหิน,ทุ่งหว้า,สตูล,STN-SR771761,172.19.22.26,"38,236.45","750,537.38","2,997",164
75,2564,พฤษภาคม,7471d9004,SR771895,ภ.4,หมู่ 8 ผัง 42,อุไดเจริญ,ควนกาหลง,สตูล,STN-SR771895,172.19.22.66,"9,690.20","184,785.68","1,152",74
76,2564,พฤษภาคม,7471d9005,SR812799,ภ.4,หมู่ 9 ควนดินดำ,ปาล์มพัฒนา,มะนัง,สตูล,STN-SR812799,172.19.22.2,"1,537.68","5,634.53",189,54
77,2564,พฤษภาคม,3724d9000,SR697893,ภ.5,หมู่ 7 คลองน้ำเขียว,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697893,172.19.70.2,"10,438.82","173,532.25",890,85
78,2564,พฤษภาคม,3724d9001,SR697894,ภ.5,หมู่ 9 คลองปาโด,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697894,172.19.70.82,"2,368.81","45,908.81",748,50
79,2564,พฤษภาคม,3724d9002,SR697896,ภ.5,หมู่ 11 น้อย,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697896,172.19.70.74,"36,571.31","311,331.09","1,673",107
80,2564,พฤษภาคม,3724d9003,SR697899,ภ.5,หมู่ 14 น้ำล้อม,ท่าแยก,เมืองสระแก้ว,สระแก้ว,SKE-SR697899,172.19.70.10,"7,569.44","181,367.54",677,92
81,2564,พฤษภาคม,3724d9004,SR697912,ภ.5,หมู่ 11 คลองหมากนัด,บ้านแก้ง,เมืองสระแก้ว,สระแก้ว,SKE-SR697912,172.19.70.66,"12,071.31","106,359.31",692,50
82,2564,พฤษภาคม,3724d9005,SR697914,ภ.5,หมู่ 14 เนินดินแดง,บ้านแก้ง,เมืองสระแก้ว,สระแก้ว,SKE-SR697914,172.19.70.58,"7,285.84","203,420.58",710,92
83,2564,พฤษภาคม,3724d9006,SR697932,ภ.5,หมู่ 8 หนองขี้เห็น,โคกปี่ฆ้อง,เมืองสระแก้ว,สระแก้ว,SKE-SR697932,172.19.70.42,"3,475.96","66,877.47",546,71
84,2564,พฤษภาคม,3724d9007,SR697933,ภ.5,หมู่ 10 บะขมิ้น,โคกปี่ฆ้อง,เมืองสระแก้ว,สระแก้ว,SKE-SR697933,172.19.70.50,"13,168.63","299,342.13",754,59
85,2564,พฤษภาคม,3724d9008,SR697946,ภ.5,หมู่ 6 คลองบุหรี่,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR697946,172.19.70.34,"20,541.29","281,071.05",587,61
86,2564,พฤษภาคม,3724d9009,SR697947,ภ.5,หมู่ 7 คลองบุหรี่ใต้,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR697947,172.19.70.26,"1,337.85","18,641.62",198,33
87,2564,พฤษภาคม,3724d9010,SR697949,ภ.5,หมู่ 11 คลองหินเทิน,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR697949,172.19.70.18,"13,085.52","286,340.05",878,49
88,2564,พฤษภาคม,3724d9011,SR733521,ภ.5,หมู่ 4 ท่าแยก,หนองบอน,เมืองสระแก้ว,สระแก้ว,SKE-SR733521,172.19.70.90,"2,351.27","39,850.09",326,80
89,2564,พฤษภาคม,4231d9000,SR702229,ภ.2,หมู่ 3 หนองแวง,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702229,172.17.196.50,170.67,"2,573.12",112,56
90,2564,พฤษภาคม,4231d9001,SR702230,ภ.2,หมู่ 4 กุดคอเมย,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702230,172.17.196.58,"1,835.76","55,976.83",235,93
91,2564,พฤษภาคม,4231d9002,SR702232,ภ.2,หมู่ 6 หนองเม็ก,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702232,172.17.196.66,509.51,"12,496.67",164,42
92,2564,พฤษภาคม,4231d9003,SR702234,ภ.2,หมู่ 9 หนองแวง,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702234,172.17.196.74,"2,423.91","42,056.73",189,42
93,2564,พฤษภาคม,4231d9004,SR702238,ภ.2,หมู่ 14 หนองเจริญ,กุดดู่,โนนสัง,หนองบัวลำภู,NLP-SR702238,172.17.196.82,"4,570.22","72,629.00",360,93
94,2564,พฤษภาคม,4231d9005,SR702461,ภ.2,หมู่ 2 เหล่านาดี,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702461,172.17.196.10,"13,347.33","119,825.40",447,45
95,2564,พฤษภาคม,4231d9006,SR702464,ภ.2,หมู่ 5 ดอนข่า,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702464,172.17.196.18,"1,202.08","25,801.59",238,34
96,2564,พฤษภาคม,4231d9007,SR702465,ภ.2,หมู่ 6 หนองอุ,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702465,172.17.196.26,"5,825.09","103,416.53",337,56
97,2564,พฤษภาคม,4231d9008,SR702466,ภ.2,หมู่ 7 ทรายมูล,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR702466,172.17.196.34,"3,381.49","26,697.52",447,145
98,2564,พฤษภาคม,4231d9009,SR737053,ภ.2,หมู่ 10 กุดแข้,ทรายทอง,ศรีบุญเรือง,หนองบัวลำภู,NLP-SR737053,172.17.196.42,"1,295.35","34,005.53",183,35
99,2564,พฤษภาคม,4231d9010,SR812990,ภ.2,หมู่ 5 ตาดไฮ,โคกม่วง,โนนสัง,หนองบัวลำภู,NLP-SR812990,172.17.196.2,"7,098.35","94,742.49",282,34
100,2564,พฤษภาคม,7561d9009,SR707346,ภ.4,หมู่ 5 บ้านนา,หน้าเขา,เขาพนม,กระบี่,KBI-SR707346,172.18.168.18,"43,352.78","579,812.76","2,974",129
101,2564,พฤษภาคม,7561d9004,SR664653,ภ.4,หมู่ 7 ต้นหาร,หน้าเขา,เขาพนม,กระบี่,KBI-SR664653,172.18.168.66,"15,635.14","350,098.82",837,57
102,2564,พฤษภาคม,7561d9010,SR707348,ภ.4,หมู่ 2 โคกหาร,โคกหาร,เขาพนม,กระบี่,KBI-SR707348,172.18.169.34,"27,460.56","236,589.93",626,37
103,2564,พฤษภาคม,7561d9007,SR664691,ภ.4,หมู่ 6 ควนใต้,ห้วยน้ำขาว,คลองท่อม,กระบี่,KBI-SR664691,172.18.168.34,"14,108.28","289,564.94","1,046",103
104,2564,พฤษภาคม,7561d9006,SR664687,ภ.4,หมู่ 2 ห้วยทุ่งเสม็ด,ห้วยน้ำขาว,คลองท่อม,กระบี่,KBI-SR664687,172.18.168.42,"3,796.58","69,858.40",836,108
105,2564,พฤษภาคม,7561d9001,SR664642,ภ.4,หมู่ 7 โคกคา,สินปุน,เขาพนม,กระบี่,KBI-SR664642,172.18.168.194,"10,886.99","178,426.84","1,192",256
106,2564,พฤษภาคม,7561d9011,SR707415,ภ.4,หมู่ 1 ทรายขาว,ลำทับ,ลำทับ,กระบี่,KBI-SR707415,172.18.168.10,"7,612.91","138,341.72",577,95
107,2564,พฤษภาคม,7561d9002,SR664643,ภ.4,หมู่ 8 สะท้อนกลวง,สินปุน,เขาพนม,กระบี่,KBI-SR664643,172.18.168.202,"3,406.73","61,359.61",318,76
108,2564,พฤษภาคม,7568d9001,SR707459,ภ.4,หมู่ 5 ถ้ำเสือ,อ่าวลึกใต้,อ่าวลึก,กระบี่,KBI-SR707459,172.18.170.210,"1,684.00","60,954.79",174,24
109,2564,พฤษภาคม,7561d9003,SR664644,ภ.4,หมู่ 10 ทุ่งปอง,สินปุน,เขาพนม,กระบี่,KBI-SR664644,172.18.168.210,"26,188.98","433,244.53","1,775",140
110,2564,พฤษภาคม,7561d9005,SR664655,ภ.4,หมู่ 1 ไสหร้า,โคกหาร,เขาพนม,กระบี่,KBI-SR664655,172.18.168.82,"40,328.98","620,254.19","1,477",81
111,2564,พฤษภาคม,7561d9013,SR769867,ภ.4,หมู่ 2 เพหลา,เพหลา,คลองท่อม,กระบี่,KBI-SR769867,172.18.170.162,"23,074.14","400,840.10","2,373",176
112,2564,พฤษภาคม,7561d9012,SR767960,ภ.4,หมู่ 5 บางเตียว,เพหลา,คลองท่อม,กระบี่,KBI-SR767960,172.18.170.146,"6,146.12","88,821.81","1,062",111
113,2564,พฤษภาคม,7561d9008,SR664776,ภ.4,หมู่ 3 ไสโป๊ะใต้,เหนือคลอง,เหนือคลอง,กระบี่,KBI-SR664776,172.18.170.194,"16,499.62","233,516.76","1,468",109
114,2564,พฤษภาคม,7568d9000,SR664830,ภ.4,หมู่ 3 ควนผักเหมียง,อ่าวลึกใต้,อ่าวลึก,กระบี่,KBI-SR664830,172.18.170.218,"2,921.22","50,138.03",392,32
115,2564,พฤษภาคม,3451d9018,SR665148,ภ.1,หมู่ 2 โป่งนก,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665148,172.16.0.58,"3,598.69","70,453.40",341,55
116,2564,พฤษภาคม,3451d9019,SR665151,ภ.1,หมู่ 6 วังปลาหมู,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665151,172.16.0.66,788.65,"5,615.44",137,38
117,2564,พฤษภาคม,3451d9024,SR707815,ภ.1,หมู่ 8 นางแอ้ง,หนองหญ้า,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR707815,172.16.1.34,"6,492.77","146,251.79",845,64
118,2564,พฤษภาคม,3461d9000,SR664953,ภ.1,หมู่ 7 หนองน้ำขุ่น,บ้านใหม่,ท่าม่วง,กาญจนบุรี,KRI-SR664953,172.16.6.218,"9,517.29","157,846.50",903,77
119,2564,พฤษภาคม,3461d9001,SR664955,ภ.1,หมู่ 10 เขานางพิมพ์,บ้านใหม่,ท่าม่วง,กาญจนบุรี,KRI-SR664955,172.16.7.90,"29,801.95","308,751.80","1,209",95
120,2564,พฤษภาคม,3461d9030,SR664921,ภ.1,หมู่ 15 หนองกะทะ,รางสาลี่,ท่าม่วง,กาญจนบุรี,KRI-SR664921,172.16.2.82,"11,472.81","165,967.70",645,52
121,2564,พฤษภาคม,3451d9015,SR665136,ภ.1,หมู่ 1 ดงยาง,วังเย็น,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665136,172.16.0.34,"6,056.54","36,216.93",270,44
122,2564,พฤษภาคม,3451d9016,SR665143,ภ.1,หมู่ 3 แก่งหลวง,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665143,172.16.0.42,"1,461.41","32,513.86",392,92
123,2564,พฤษภาคม,3451d9017,SR665145,ภ.1,หมู่ 6 ชายทุ่ง,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR665145,172.16.0.50,"13,581.56","230,573.74","1,231",91
124,2564,พฤษภาคม,3451d9023,SR707809,ภ.1,หมู่ 1 ท่ากระบือ,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR707809,172.16.0.90,"11,096.01","234,708.55","1,412",188
125,2564,พฤษภาคม,3451d9027,SR771747,ภ.1,หมู่ 9 ท่าแล่นพัฒนา,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,KRI-SR771747,172.16.0.106,"50,564.45","1,119,539.03","2,703",121
126,2564,พฤษภาคม,3451d9014,SR665133,ภ.1,หมู่ 4 ดอนปรก,ทุ่งสมอ,พนมทวน,กาญจนบุรี,KRI-SR665133,172.16.0.26,"26,744.35","628,236.52","2,191",106
