ID,YEAR,MONTH,CIRCUIT_NO,APP_CODE,REGION,VILLAGE,SUBDISTRICT,DISTRICT,PROVINCE,AP_NAME,IP_ADDRESS,UPLOAD,DOWNLOAD,NUM_USERS,NUM_DEVICES
11929,2564,พฤษภาคม,7521d9009,SR673186,ภ.4,หมู่ 8 ห้วยนุ้ย,นาข้าวเสีย,นาโยง,ตรัง,TRG-SR673186,172.18.183.34,"39,091.85","239,951.56",666,71
11930,2564,พฤษภาคม,7521d9008,SR673185,ภ.4,หมู่ 7 ทุ่งแกเจ้ย,นาข้าวเสีย,นาโยง,ตรัง,TRG-SR673185,172.18.183.26,"3,269.54","61,663.84",308,60
11931,2564,พฤษภาคม,7521d9007,SR673184,ภ.4,หมู่ 6 หูโตน,นาข้าวเสีย,นาโยง,ตรัง,TRG-SR673184,172.18.183.18,"62,514.81","481,284.69","1,451",68
11932,2564,พฤษภาคม,7521d9006,SR673182,ภ.4,หมู่ 4 ออกวัดนาปด,นาข้าวเสีย,นาโยง,ตรัง,TRG-SR673182,172.18.183.10,"11,645.43","298,270.25",626,34
11933,2564,พฤษภาคม,7527d9099,SR714147,ภ.4,หมู่ 8 หนองปรือ,เขากอบ,ห้วยยอด,ตรัง,TRG-SR714147,172.18.189.170,"18,407.79","364,499.10",885,80
11934,2564,พฤษภาคม,7526d9021,SR673235,ภ.4,หมู่ 10 ทุ่งข่า,ปะเหลียน,ปะเหลียน,ตรัง,TRG-SR673235,172.18.184.242,"3,944.65","102,497.51",389,27
11935,2564,พฤษภาคม,7525d9016,SR771078,ภ.4,หมู่ 5 แตะหรำ,กันตังใต้,กันตัง,ตรัง,TRG-SR771078,172.18.182.114,"26,362.56","433,754.88","1,032",42
11936,2564,พฤษภาคม,7525d9013,SR768826,ภ.4,หมู่ 3 จุปะ,กันตังใต้,กันตัง,ตรัง,TRG-SR768826,172.18.182.106,"25,767.76","347,255.07","1,852",96
11937,2564,พฤษภาคม,7527d9105,SR767867,ภ.4,หมู่ 4 เขาพระ,คลองปาง,รัษฎา,ตรัง,TRG-SR767867,172.18.187.130,"1,862.59","40,726.53",169,45
11938,2564,พฤษภาคม,7527d9021,SR673379,ภ.4,หมู่ 15 คลองขามเหนือ,ควนเมา,รัษฎา,ตรัง,TRG-SR673379,172.18.187.122,"10,079.13","35,664.66",142,33
11939,2564,พฤษภาคม,7527d9020,SR673370,ภ.4,หมู่ 4 ทุ่งสมอ,ควนเมา,รัษฎา,ตรัง,TRG-SR673370,172.18.187.114,106.45,"2,139.76",29,11
11940,2564,พฤษภาคม,7525d9012,SR713946,ภ.4,หมู่ 3 แหลม,วังวน,กันตัง,ตรัง,TRG-SR713946,172.18.182.130,"44,355.48","683,753.77","3,530",141
11941,2564,พฤษภาคม,7525d9005,SR673144,ภ.4,หมู่ 6 ตะเคียนหลบฟ้า,บางหมาก,กันตัง,ตรัง,TRG-SR673144,172.18.182.74,"39,801.64","698,553.97","2,354",131
11942,2564,พฤษภาคม,7526d9050,SR714001,ภ.4,หมู่ 3 ไสจีนติก,บางด้วน,ปะเหลียน,ตรัง,TRG-SR714001,172.18.185.42,"5,301.58","100,369.69",526,84
11943,2564,พฤษภาคม,7526d9023,SR673239,ภ.4,หมู่ 1 ส้มเฟือง,บางด้วน,ปะเหลียน,ตรัง,TRG-SR673239,172.18.185.2,"5,148.10","48,896.16",393,60
11944,2564,พฤษภาคม,7526d9024,SR673240,ภ.4,หมู่ 6 ต้นไทร,บางด้วน,ปะเหลียน,ตรัง,TRG-SR673240,172.18.185.10,"68,996.90","944,687.60","3,745",183
11945,2564,พฤษภาคม,7525d9003,SR673141,ภ.4,หมู่ 2 พรุใหญ่,บางหมาก,กันตัง,ตรัง,TRG-SR673141,172.18.182.66,"67,992.21","973,393.88","3,517",136
11946,2564,พฤษภาคม,7525d9014,SR769421,ภ.4,หมู่ 5 บินหยี,ควนธานี,กันตัง,ตรัง,TRG-SR769421,172.18.182.138,"44,674.94","719,703.85","3,210",144
11947,2564,พฤษภาคม,7526d9051,SR714002,ภ.4,หมู่ 4 ป่าแก่,บางด้วน,ปะเหลียน,ตรัง,TRG-SR714002,172.18.185.34,"14,827.92","252,196.86","2,312",244
11948,2564,พฤษภาคม,7526d9040,SR673354,ภ.4,หมู่ 8 ช่องหาย,ในควน,ย่านตาขาว,ตรัง,TRG-SR673354,172.18.185.66,"71,964.33","357,223.51","1,028",109
11949,2564,พฤษภาคม,7526d9041,SR673355,ภ.4,หมู่ 9 หนองขอน,ในควน,ย่านตาขาว,ตรัง,TRG-SR673355,172.18.185.50,"22,959.72","340,595.18","1,289",106
11950,2564,พฤษภาคม,7526d9039,SR673352,ภ.4,หมู่ 6 ปากคลอง,ในควน,ย่านตาขาว,ตรัง,TRG-SR673352,172.18.185.170,"62,708.68","939,146.02","2,670",99
11951,2564,พฤษภาคม,7526d9042,SR673356,ภ.4,หมู่ 10 นาหยีค้อม,ในควน,ย่านตาขาว,ตรัง,TRG-SR673356,172.18.185.26,"2,875.02","34,838.83",110,14
11952,2564,พฤษภาคม,7525d9004,SR673143,ภ.4,หมู่ 5 ไร่ใหญ่,บางหมาก,กันตัง,ตรัง,TRG-SR673143,172.18.182.98,"13,181.25","248,150.03",926,32
11953,2564,พฤษภาคม,7521d9038,SR673482,ภ.4,หมู่ 8 หูหนาน,เขาไม้แก้ว,สิเกา,ตรัง,TRG-SR673482,172.18.184.2,"4,326.34","93,504.62",255,39
11954,2564,พฤษภาคม,7526d9038,SR673350,ภ.4,หมู่ 4 ควนมะนาวศรี,ในควน,ย่านตาขาว,ตรัง,TRG-SR673350,172.18.185.58,"8,702.51","96,456.45",670,126
11955,2564,พฤษภาคม,7521d9037,SR673476,ภ.4,"หมู่ 2 ไสหนำสูง,ศาลาเทวดา",เขาไม้แก้ว,สิเกา,ตรัง,TRG-SR673476,172.18.183.250,"6,457.23","128,925.94",409,84
11956,2564,พฤษภาคม,7521d9040,SR673488,ภ.4,หมู่ 5 หนองใหญ่,กะลาเส,สิเกา,ตรัง,TRG-SR673488,172.18.184.18,"12,593.96","180,143.08",939,54
11957,2564,พฤษภาคม,7526d9022,SR673237,ภ.4,หมู่ 13 ทุ่งโชน,ปะเหลียน,ปะเหลียน,ตรัง,TRG-SR673237,172.18.184.250,"11,307.06","180,049.67",963,118
11958,2564,พฤษภาคม,7526d9037,SR673348,ภ.4,หมู่ 1 ทุ่งหนองแห้ง,ในควน,ย่านตาขาว,ตรัง,TRG-SR673348,172.18.185.162,"11,378.46","206,431.08",742,45
11959,2564,พฤษภาคม,7526d9020,SR673233,ภ.4,หมู่ 7 วังเจริญ,ปะเหลียน,ปะเหลียน,ตรัง,TRG-SR673233,172.18.184.186,"27,791.85","517,251.51","1,602",140
11960,2564,พฤษภาคม,7526d9054,SR714086,ภ.4,หมู่ 3 หนองชุมแสง,นาชุมเห็ด,ย่านตาขาว,ตรัง,TRG-SR714086,172.18.186.26,"18,935.41","212,614.88",724,65
11961,2564,พฤษภาคม,3951d9029,SR673626,ภ.5,หมู่ 3 ศรีบัวทอง,วังตะเคียน,เขาสมิง,ตราด,TRT-SR673626,172.19.47.50,"7,099.91","85,787.40",333,67
11962,2564,พฤษภาคม,3951d9060,SR714209,ภ.5,หมู่ 4 แก่งหิน,วังตะเคียน,เขาสมิง,ตราด,TRT-SR714209,172.19.47.74,"1,683.29","57,899.62",271,109
11963,2564,พฤษภาคม,3951d9061,SR714210,ภ.5,หมู่ 7 ยายแห,วังตะเคียน,เขาสมิง,ตราด,TRT-SR714210,172.19.47.82,"27,214.40","306,146.99","1,605",226
11964,2564,พฤษภาคม,3951d9028,SR673625,ภ.5,หมู่ 2 ฆ้อ,วังตะเคียน,เขาสมิง,ตราด,TRT-SR673625,172.19.47.42,"15,226.28","232,928.93","1,104",151
11965,2564,พฤษภาคม,3951d9019,SR673610,ภ.5,หมู่ 6 วังผกา,ทุ่งนนทรี,เขาสมิง,ตราด,TRT-SR673610,172.19.47.26,"1,372.85","2,977.38",51,31
11966,2564,พฤษภาคม,3951d9020,SR673611,ภ.5,หมู่ 7 ใหม่สามัคคี,ทุ่งนนทรี,เขาสมิง,ตราด,TRT-SR673611,172.19.47.34,"3,453.22","63,385.58",496,77
11967,2564,พฤษภาคม,3951d9031,SR673628,ภ.5,หมู่ 6 ทุ่งพีด,วังตะเคียน,เขาสมิง,ตราด,TRT-SR673628,172.19.47.66,"2,368.53","62,789.48",221,59
11968,2564,พฤษภาคม,3951d9017,SR673608,ภ.5,หมู่ 4 เขามะพูด,ทุ่งนนทรี,เขาสมิง,ตราด,TRT-SR673608,172.19.47.10,"8,282.90","58,295.28",216,31
11969,2564,พฤษภาคม,3951d9018,SR673609,ภ.5,หมู่ 5 ตามาง,ทุ่งนนทรี,เขาสมิง,ตราด,TRT-SR673609,172.19.47.18,"35,772.14","848,298.61","1,627",99
11970,2564,พฤษภาคม,3951d9030,SR673627,ภ.5,หมู่ 5 ตากแว้ง,วังตะเคียน,เขาสมิง,ตราด,TRT-SR673627,172.19.47.58,"44,624.87","119,534.32",627,44
11971,2564,พฤษภาคม,3951d9016,SR673607,ภ.5,หมู่ 3 ชากกลาง,ทุ่งนนทรี,เขาสมิง,ตราด,TRT-SR673607,172.19.47.2,"9,018.55","175,871.40",652,99
11972,2564,พฤษภาคม,5553d9031,SR673956,ภ.3,หมู่ 6 ห้วยหินฝน,แม่ปะ,แม่สอด,ตาก,TAK-SR673956,172.18.46.194,"24,320.25","359,526.78",949,73
11973,2564,พฤษภาคม,5500d9049,SR714331,ภ.3,หมู่ 2 หินโค้ว,ตากตก,บ้านตาก,ตาก,TAK-SR714331,172.18.45.10,"10,113.46","229,295.58",494,36
11974,2564,พฤษภาคม,5553d9032,SR673958,ภ.3,หมู่ 5 ห้วยไม้แป้น,มหาวัน,แม่สอด,ตาก,TAK-SR673958,172.18.46.202,"9,952.57","217,877.50","1,080",93
11975,2564,พฤษภาคม,5500d9051,SR714363,ภ.3,หมู่ 3 ฉลอม,ท้องฟ้า,บ้านตาก,ตาก,TAK-SR714363,172.18.45.18,"21,411.26","295,816.69",813,79
11976,2564,พฤษภาคม,5553d9033,SR673959,ภ.3,หมู่ 8 ห้วยน้ำขุ่น,มหาวัน,แม่สอด,ตาก,TAK-SR673959,172.18.46.210,"35,758.28","696,849.58","2,647",231
11977,2564,พฤษภาคม,5500d9052,SR714365,ภ.3,หมู่ 7 ผาแต้ม,ท้องฟ้า,บ้านตาก,ตาก,TAK-SR714365,172.18.45.26,"21,474.38","354,429.80","1,972",84
11978,2564,พฤษภาคม,5500d9022,SR673804,ภ.3,หมู่ 6 ห้วยพลู,ท้องฟ้า,บ้านตาก,ตาก,TAK-SR673804,172.18.44.250,"13,566.96","182,515.32",570,111
11979,2564,พฤษภาคม,5500d9040,SR673988,ภ.3,หมู่ 13 ชุมนุมกลาง,เชียงทอง,วังเจ้า,ตาก,TAK-SR673988,172.18.45.2,"13,782.57","277,646.53","1,541",111
11980,2564,พฤษภาคม,5500d9065,SR771875,ภ.3,หมู่ 3 ดงซ่อม,เชียงทอง,วังเจ้า,ตาก,TAK-SR771875,172.18.45.34,"1,242.66","15,007.87",290,98
11981,2564,พฤษภาคม,5553d9034,SR673960,ภ.3,หมู่ 9 ห้วยมหาวงศ์,มหาวัน,แม่สอด,ตาก,TAK-SR673960,172.18.46.218,"9,326.88","165,815.50",629,88
11982,2564,พฤษภาคม,5553d9005,SR673813,ภ.3,หมู่ 4 ซอระแตะ,ช่องแคบ,พบพระ,ตาก,TAK-SR673813,172.18.46.146,"50,418.75","877,794.41","3,376",222
11983,2564,พฤษภาคม,5553d9009,SR673819,ภ.3,หมู่ 12 ใหม่ กม.5,ช่องแคบ,พบพระ,ตาก,TAK-SR673819,172.18.46.154,"4,855.19","86,942.67",759,68
11984,2564,พฤษภาคม,5553d9010,SR673820,ภ.3,หมู่ 13 ทรัพย์อนันต์,ช่องแคบ,พบพระ,ตาก,TAK-SR673820,172.18.46.162,"44,933.31","672,400.26","4,399",317
11985,2564,พฤษภาคม,5553d9041,SR714465,ภ.3,หมู่ 4 ห้วยกะโหลก,แม่ปะ,แม่สอด,ตาก,TAK-SR714465,172.18.46.234,"3,201.68","53,461.16",829,244
11986,2564,พฤษภาคม,5553d9030,SR673955,ภ.3,หมู่ 5 ปากห้วยแม่ปะ,แม่ปะ,แม่สอด,ตาก,TAK-SR673955,172.18.46.186,"22,075.43","467,691.51","1,051",67
11987,2564,พฤษภาคม,5553d9035,SR673961,ภ.3,หมู่ 11 ห้วยหมี,มหาวัน,แม่สอด,ตาก,TAK-SR673961,172.18.46.226,"39,385.82","576,207.31","3,856",194
11988,2564,พฤษภาคม,5553d9028,SR673951,ภ.3,หมู่ 5 หนองน้ำเขียว,แม่กุ,แม่สอด,ตาก,TAK-SR673951,172.18.46.170,"72,924.95","1,337,449.07","5,096",270
11989,2564,พฤษภาคม,5553d9029,SR673953,ภ.3,หมู่ 10 โกช่วย,แม่กุ,แม่สอด,ตาก,TAK-SR673953,172.18.46.178,"40,122.02","835,729.08","3,970",230
11990,2564,พฤษภาคม,3738d9086,SR770489,ภ.5,หมู่ 12 บ้านคลอง 31 พัฒนา,บ้านพริก,บ้านนา,นครนายก,NYK-SR770489,172.19.52.10,"24,823.64","82,825.17",372,59
11991,2564,พฤษภาคม,3738d9016,SR674080,ภ.5,หมู่ 10 บ้านแหลมไม้ย้อย,พิกุลออก,บ้านนา,นครนายก,NYK-SR674080,172.19.52.18,"20,930.47","369,670.37",709,76
11992,2564,พฤษภาคม,3738d9085,SR770473,ภ.5,หมู่ 11 บ้านดอนทราย,พิกุลออก,บ้านนา,นครนายก,NYK-SR770473,172.19.52.26,"40,742.92","407,958.88","2,486",159
11993,2564,พฤษภาคม,3738d9060,SR714562,ภ.5,หมู่ 8 บ้านคลองหัวนา,พิกุลออก,บ้านนา,นครนายก,NYK-SR714562,172.19.52.34,"11,395.37","220,794.37",567,48
11994,2564,พฤษภาคม,3738d9009,SR674051,ภ.5,หมู่ 9 บ้านปากลาด,บ้านนา,บ้านนา,นครนายก,NYK-SR674051,172.19.52.66,"7,394.46","140,042.43",713,51
11995,2564,พฤษภาคม,3738d9012,SR674068,ภ.5,หมู่ 2 บ้านปากลาด,บ้านพริก,บ้านนา,นครนายก,NYK-SR674068,172.19.52.50,"27,895.62","463,165.99","1,212",88
11996,2564,พฤษภาคม,3738d9021,SR674106,ภ.5,หมู่ 4 บ้านหนองโสน,อาษา,บ้านนา,นครนายก,NYK-SR674106,172.19.51.234,"16,241.32","323,534.65","1,446",88
11997,2564,พฤษภาคม,3738d9023,SR674109,ภ.5,หมู่ 8 บ้านสระโบสถ์,อาษา,บ้านนา,นครนายก,NYK-SR674109,172.19.51.226,"8,192.98","190,566.98","1,058",68
11998,2564,พฤษภาคม,3738d9020,SR674093,ภ.5,หมู่ 4 บ้านหัวถนน,ทองหลาง,บ้านนา,นครนายก,NYK-SR674093,172.19.51.210,"13,738.08","195,162.09",600,28
11999,2564,พฤษภาคม,3738d9080,SR770077,ภ.5,หมู่ 6 บ้านคลองวัด,อาษา,บ้านนา,นครนายก,NYK-SR770077,172.19.51.242,"4,461.46","86,309.36",351,25
12000,2564,พฤษภาคม,3738d9062,SR714578,ภ.5,หมู่ 5 บ้านโคกประเสริฐ,อาษา,บ้านนา,นครนายก,NYK-SR714578,172.19.51.250,"37,999.61","547,009.42","2,148",149
12001,2564,พฤษภาคม,3738d9015,SR674079,ภ.5,หมู่ 9 บ้านเกาะไม้ลาย,พิกุลออก,บ้านนา,นครนายก,NYK-SR674079,172.19.52.2,"16,053.35","385,447.14","1,102",42
12002,2564,พฤษภาคม,3738d9017,SR674089,ภ.5,หมู่ 12 บ้านคลองตะเคียน,บางอ้อ,บ้านนา,นครนายก,NYK-SR674089,172.19.51.170,"8,579.64","144,879.58",360,35
12003,2564,พฤษภาคม,3738d9078,SR769172,ภ.5,หมู่ 2 บ้านทองหลาง,ทองหลาง,บ้านนา,นครนายก,NYK-SR769172,172.19.51.194,"9,694.38","182,420.06","1,580",151
12004,2564,พฤษภาคม,3738d9061,SR714571,ภ.5,หมู่ 8 บ้านทองหลางใหม่,ทองหลาง,บ้านนา,นครนายก,NYK-SR714571,172.19.51.186,"8,875.79","235,641.49",451,31
12005,2564,พฤษภาคม,3738d9082,SR770159,ภ.5,หมู่ 7 บ้านหัวถนน,ทองหลาง,บ้านนา,นครนายก,NYK-SR770159,172.19.51.202,"21,162.06","144,761.12",261,21
12006,2564,พฤษภาคม,3738d9018,SR674091,ภ.5,หมู่ 1 บ้านตลาดสี่แยก,ทองหลาง,บ้านนา,นครนายก,NYK-SR674091,172.19.51.178,"16,889.51","321,289.16",727,56
12007,2564,พฤษภาคม,3738d9014,SR674074,ภ.5,หมู่ 11 บ้านคลอง 33,บ้านพริก,บ้านนา,นครนายก,NYK-SR674074,172.19.52.74,"29,354.66","345,675.11","1,194",138
12008,2564,พฤษภาคม,3738d9011,SR674067,ภ.5,หมู่ 1 บ้านหนองคันจาม,บ้านพริก,บ้านนา,นครนายก,NYK-SR674067,172.19.52.58,"20,376.56","268,363.40",574,25
12009,2564,พฤษภาคม,3738d9013,SR674070,ภ.5,หมู่ 6 บ้านคลองชายลำ,บ้านพริก,บ้านนา,นครนายก,NYK-SR674070,172.19.52.42,"8,259.98","158,058.22",515,34
12010,2564,พฤษภาคม,3738d9019,SR674092,ภ.5,หมู่ 3 บ้านปากคลอง,ทองหลาง,บ้านนา,นครนายก,NYK-SR674092,172.19.51.218,"12,319.00","172,488.51",540,29
12011,2564,พฤษภาคม,3439d9023,SR715102,ภ.1,หมู่ 12 หนองบอน,หินมูล,บางเลน,นครปฐม,NPT-SR715102,172.16.9.202,"21,713.00","333,244.83","2,573",64
12012,2564,พฤษภาคม,3439d9016,SR674451,ภ.1,หมู่ 7 ไผ่หลวง,หินมูล,บางเลน,นครปฐม,NPT-SR674451,172.16.9.194,"15,111.31","226,587.14","1,024",35
12013,2564,พฤษภาคม,3439d9018,SR714994,ภ.1,หมู่ 17 หนองโอน,บางหลวง,บางเลน,นครปฐม,NPT-SR714994,172.16.9.178,"41,198.00","645,360.93","2,154",113
12014,2564,พฤษภาคม,3439d9022,SR715101,ภ.1,หมู่ 9 บัวล่มช้าง,หินมูล,บางเลน,นครปฐม,NPT-SR715101,172.16.9.170,"6,417.81","113,422.93",590,49
12015,2564,พฤษภาคม,3439d9017,SR674454,ภ.1,หมู่ 11 คลองคูเมือง,หินมูล,บางเลน,นครปฐม,NPT-SR674454,172.16.9.186,"7,502.68","150,992.07",203,14
12016,2564,พฤษภาคม,3439d9001,SR674398,ภ.1,หมู่ 9 ไผ่คอกเนื้อ,บางหลวง,บางเลน,นครปฐม,NPT-SR674398,172.16.9.146,"5,537.04","122,549.37",368,32
12017,2564,พฤษภาคม,3439d9000,SR674397,ภ.1,หมู่ 8 รางทอง,บางหลวง,บางเลน,นครปฐม,NPT-SR674397,172.16.9.154,"17,181.27","327,324.77",512,18
12018,2564,พฤษภาคม,3439d9002,SR674402,ภ.1,หมู่ 21 วัดใหม่,บางหลวง,บางเลน,นครปฐม,NPT-SR674402,172.16.9.138,275.12,"3,264.75",246,10
12019,2564,พฤษภาคม,3435d9016,SR714734,ภ.1,หมู่ 10 ดอนคา,ห้วยม่วง,กำแพงแสน,นครปฐม,NPT-SR714734,172.16.8.242,"31,738.37","515,348.45","2,331",92
12020,2564,พฤษภาคม,3435d9000,SR674290,ภ.1,หมู่ 5 คลองไทร,ห้วยม่วง,กำแพงแสน,นครปฐม,NPT-SR674290,172.16.8.226,"51,558.22","656,962.95","1,342",85
12021,2564,พฤษภาคม,3435d9005,SR674301,ภ.1,หมู่ 2 ทะเลบก,กระตีบ,กำแพงแสน,นครปฐม,NPT-SR674301,172.16.8.202,"5,755.99","94,632.38","1,427",157
12022,2564,พฤษภาคม,3435d9030,SR768240,ภ.1,หมู่ 3 หนองยายนุ่น,กระตีบ,กำแพงแสน,นครปฐม,NPT-SR768240,172.16.8.210,"3,193.51","60,516.90",700,147
12023,2564,พฤษภาคม,3435d9017,SR714735,ภ.1,หมู่ 12 กระตีบ,ห้วยม่วง,กำแพงแสน,นครปฐม,NPT-SR714735,172.16.8.234,"6,865.14","98,566.36",509,79
12024,2564,พฤษภาคม,3435d9031,SR768561,ภ.1,หมู่ 9 กระดี่อ้อ,ห้วยม่วง,กำแพงแสน,นครปฐม,NPT-SR768561,172.16.8.218,"6,473.33","51,972.19",541,158
12025,2564,พฤษภาคม,3435d9015,SR714730,ภ.1,หมู่ 6 เด่นมะขาม,ห้วยม่วง,กำแพงแสน,นครปฐม,NPT-SR714730,172.16.8.170,"17,423.12","213,440.65",755,94
12026,2564,พฤษภาคม,3435d9006,SR674303,ภ.1,หมู่ 4 ดอนแค,กระตีบ,กำแพงแสน,นครปฐม,NPT-SR674303,172.16.8.194,"63,461.62","1,088,025.90","2,933",126
12027,2564,พฤษภาคม,4251d9193,SR675084,ภ.2,หมู่ 2 คำไฮ,หาดแพง,ศรีสงคราม,นครพนม,NPM-SR675084,172.16.171.130,"4,587.68","94,149.13",545,43
12028,2564,พฤษภาคม,4251d9195,SR675089,ภ.2,หมู่ 8 คำไฮ,หาดแพง,ศรีสงคราม,นครพนม,NPM-SR675089,172.16.171.146,"3,452.72","67,286.86",351,26
12029,2564,พฤษภาคม,4251d9251,SR771089,ภ.2,หมู่ 7 เซียงเซา,บ้านเอื้อง,ศรีสงคราม,นครพนม,NPM-SR771089,172.16.171.218,"4,658.88","65,168.79",179,30
12030,2564,พฤษภาคม,4251d9252,SR771213,ภ.2,หมู่ 10 เซียงเซา,บ้านเอื้อง,ศรีสงคราม,นครพนม,NPM-SR771213,172.16.171.226,"7,802.59","137,145.79",364,68
12031,2564,พฤษภาคม,4251d9248,SR771028,ภ.2,หมู่ 15 เซียงเซา,บ้านเอื้อง,ศรีสงคราม,นครพนม,NPM-SR771028,172.16.171.210,"5,854.79","55,304.35",386,142
12032,2564,พฤษภาคม,4251d9169,SR675055,ภ.2,หมู่ 5 นาเพียง,ท่าบ่อสงคราม,ศรีสงคราม,นครพนม,NPM-SR675055,172.16.170.242,"1,295.74","18,923.36",54,10
12033,2564,พฤษภาคม,4251d9221,SR715938,ภ.2,หมู่ 6 ดงขวาง,บ้านเอื้อง,ศรีสงคราม,นครพนม,NPM-SR715938,172.16.171.154,"9,014.23","196,820.46",934,111
12034,2564,พฤษภาคม,4251d9162,SR675047,ภ.2,หมู่ 9 นาจาน,บ้านเอื้อง,ศรีสงคราม,นครพนม,NPM-SR675047,172.16.169.210,"3,988.64","73,880.84",635,77
12035,2564,พฤษภาคม,4251d9161,SR675046,ภ.2,หมู่ 8 นาจาน,บ้านเอื้อง,ศรีสงคราม,นครพนม,NPM-SR675046,172.16.169.202,233.71,"5,761.99",59,16
12036,2564,พฤษภาคม,4251d9166,SR675052,ภ.2,หมู่ 14 นาจาน,บ้านเอื้อง,ศรีสงคราม,นครพนม,NPM-SR675052,172.16.170.218,"3,038.06","54,510.21",593,64
12037,2564,พฤษภาคม,4251d9261,SR770308,ภ.2,หมู่ 1 ดอนศาลา,เหล่าพัฒนา,นาหว้า,นครพนม,NPM-SR770308,172.16.170.250,"5,512.71","96,965.80",645,69
12038,2564,พฤษภาคม,4251d9187,SR675077,ภ.2,หมู่ 3 ขามเปี้ยใหญ่,บ้านข่า,ศรีสงคราม,นครพนม,NPM-SR675077,172.16.171.82,"9,044.00","150,479.97",653,65
12039,2564,พฤษภาคม,4251d9259,SR674735,ภ.2,หมู่ 13 บ้านนาคอย,นางัว,นาหว้า,นครพนม,NPM-SR674735,172.16.171.18,"4,395.41","79,196.12",239,24
12040,2564,พฤษภาคม,4251d9191,SR675082,ภ.2,หมู่ 11 ขามเปี้ยใหญ่,บ้านข่า,ศรีสงคราม,นครพนม,NPM-SR675082,172.16.171.114,"1,741.87","36,933.22",155,40
12041,2564,พฤษภาคม,4251d9188,SR675078,ภ.2,หมู่ 4 ขามเปี้ยน้อย,บ้านข่า,ศรีสงคราม,นครพนม,NPM-SR675078,172.16.171.90,"2,326.60","64,516.70",272,31
12042,2564,พฤษภาคม,4251d9192,SR675083,ภ.2,หมู่ 13 ขามเปี้ยน้อย,บ้านข่า,ศรีสงคราม,นครพนม,NPM-SR675083,172.16.171.122,"12,382.01","91,404.39",381,40
12043,2564,พฤษภาคม,4251d9189,SR675079,ภ.2,หมู่ 5 ดอนมงคล,บ้านข่า,ศรีสงคราม,นครพนม,NPM-SR675079,172.16.171.98,"5,513.32","100,102.16",254,34
12044,2564,พฤษภาคม,4251d9171,SR675058,ภ.2,หมู่ 5 ดงน้อย,สามผง,ศรีสงคราม,นครพนม,NPM-SR675058,172.16.171.2,"5,460.94","66,357.28",250,26
12045,2564,พฤษภาคม,4251d9172,SR675061,ภ.2,หมู่ 8 ไทยเจริญ,สามผง,ศรีสงคราม,นครพนม,NPM-SR675061,172.16.171.10,"1,908.09","27,107.16",96,9
12046,2564,พฤษภาคม,4251d9175,SR675065,ภ.2,หมู่ 16 ดงน้อย,สามผง,ศรีสงคราม,นครพนม,NPM-SR675065,172.16.171.34,"4,166.16","76,878.79",365,39
12047,2564,พฤษภาคม,4251d9190,SR675081,ภ.2,หมู่ 8 ท่าโข่ง,บ้านข่า,ศรีสงคราม,นครพนม,NPM-SR675081,172.16.171.106,"4,980.50","93,202.72",296,41
12048,2564,พฤษภาคม,4251d9174,SR675064,ภ.2,หมู่ 14 นาหนองหวาย,สามผง,ศรีสงคราม,นครพนม,NPM-SR675064,172.16.171.26,"1,342.27","28,867.70",59,7
12049,2564,พฤษภาคม,4251d9260,SR674781,ภ.2,หมู่ 8 บ้านนาเรียง,นางัว,บ้านแพง,นครพนม,NPM-SR674781,172.16.170.82,104.54,"1,745.06",46,19
12050,2564,พฤษภาคม,4251d9232,SR768278,ภ.2,หมู่ 3 โคกพะทาย,โพนทอง,บ้านแพง,นครพนม,NPM-SR768278,172.16.171.194,"2,232.87","60,859.05",203,40
12051,2564,พฤษภาคม,4251d9074,SR674766,ภ.2,หมู่ 10 โคกยาว,โพนทอง,บ้านแพง,นครพนม,NPM-SR674766,172.16.170.90,"5,672.31","104,207.12",232,21
12052,2564,พฤษภาคม,4251d9071,SR674708,ภ.2,หมู่ 3 บ้านนานอ,หนองซน,นาทม,นครพนม,NPM-SR674708,172.16.170.66,"5,177.32","118,179.16",308,30
12053,2564,พฤษภาคม,4251d9067,SR674698,ภ.2,หมู่ 5 บ้านดอนดู่,นาทม,นาทม,นครพนม,NPM-SR674698,172.16.170.34,"3,901.33","68,351.74",276,43
12054,2564,พฤษภาคม,4251d9065,SR674695,ภ.2,หมู่ 2 บ้านดอนแดง,นาทม,นาทม,นครพนม,NPM-SR674695,172.16.170.18,"1,796.55","34,612.92",119,25
12055,2564,พฤษภาคม,4251d9066,SR674696,ภ.2,หมู่ 3 บ้านพันห่าว,นาทม,นาทม,นครพนม,NPM-SR674696,172.16.170.26,"4,528.70","85,736.86",451,74
12056,2564,พฤษภาคม,4251d9070,SR674703,ภ.2,หมู่ 13 บ้านพันห่าวใต้,นาทม,นาทม,นครพนม,NPM-SR674703,172.16.170.58,"4,881.42","101,302.44",389,53
12057,2564,พฤษภาคม,4251d9068,SR674699,ภ.2,หมู่ 6 บ้านโพธิ์ศรี,นาทม,นาทม,นครพนม,NPM-SR674699,172.16.170.42,"5,140.43","65,930.33",201,36
12058,2564,พฤษภาคม,4251d9069,SR674700,ภ.2,หมู่ 7 บ้านนาโด,นาทม,นาทม,นครพนม,NPM-SR674700,172.16.170.50,"1,581.79","34,962.60",209,41
